name_1,name_2,name_3,name_4,name_5,LEAF_CAT_ID,LEAF_CAT_URL
Nhà Cửa - Đời Sống,Trang trí nhà cửa,Vật phẩm phong thủy,Linh vật phong thủy,,c23102,https://tiki.vn/linh-vat-phong-thuy/c23102
Nhà Cửa - Đời Sống,Trang trí nhà cửa,Vật phẩm phong thủy,Đá & Cây phong thủy,,c23104,https://tiki.vn/da-cay-phong-thuy/c23104
Nhà Cửa - Đời Sống,Trang trí nhà cửa,Vật phẩm phong thủy,Vật phẩm phong thủy khác,,c23112,https://tiki.vn/vat-pham-phong-thuy-khac/c23112
Nhà Cửa - Đời Sống,Sửa chữa nhà cửa,"Đá cắt, que hàn, cưa & lưỡi cưa",Đá cắt,,c23688,https://tiki.vn/da-cat/c23688
Nhà Cửa - Đời Sống,Sửa chữa nhà cửa,"Đá cắt, que hàn, cưa & lưỡi cưa",Que hàn,,c23690,https://tiki.vn/que-han/c23690
Nhà Cửa - Đời Sống,Sửa chữa nhà cửa,"Đá cắt, que hàn, cưa & lưỡi cưa",Cưa & lưỡi cưa,,c23692,https://tiki.vn/cua-luoi-cua/c23692
Nhà Cửa - Đời Sống,Sửa chữa nhà cửa,Xe đẩy hàng,,,c12984,https://tiki.vn/xe-day-hang/c12984
Nhà Cửa - Đời Sống,Sửa chữa nhà cửa,"Sơn, dầu mỡ, hóa chất",Sơn,,c23702,https://tiki.vn/son/c23702
Nhà Cửa - Đời Sống,Sửa chữa nhà cửa,"Sơn, dầu mỡ, hóa chất",Dầu mỡ,,c23704,https://tiki.vn/dau-mo/c23704
Nhà Cửa - Đời Sống,Sửa chữa nhà cửa,"Sơn, dầu mỡ, hóa chất",Hóa chất,,c23706,https://tiki.vn/hoa-chat/c23706
Nhà Cửa - Đời Sống,Sửa chữa nhà cửa,Thang nhôm,,,c2327,https://tiki.vn/thang-nhom/c2327
Nhà Cửa - Đời Sống,Sửa chữa nhà cửa,Thiết bị đo lường,Máy đo khoảng cách,,c27190,https://tiki.vn/may-do-khoang-cach/c27190
Nhà Cửa - Đời Sống,Sửa chữa nhà cửa,Thiết bị đo lường,Máy đo PH,,c27192,https://tiki.vn/may-do-ph/c27192
Nhà Cửa - Đời Sống,Sửa chữa nhà cửa,Thiết bị đo lường,"Máy đo  nhiệt độ, độ ẩm",,c27194,https://tiki.vn/may-do-nhiet-do-do-am/c27194
Nhà Cửa - Đời Sống,Sửa chữa nhà cửa,Thiết bị đo lường,Thiết bị đo lường khác,,c27196,https://tiki.vn/thiet-bi-do-luong-khac/c27196
Nhà Cửa - Đời Sống,Sửa chữa nhà cửa,Thiết bị đo lường,Thước đo các loại,,c2805,https://tiki.vn/thuoc-do-cac-loai/c2805
Nhà Cửa - Đời Sống,Sửa chữa nhà cửa,Bộ dụng cụ đa năng,,,c2759,https://tiki.vn/bo-dung-cu-da-nang/c2759
Nhà Cửa - Đời Sống,Sửa chữa nhà cửa,Dụng cụ sửa chữa khác,Súng bắn keo,,c23712,https://tiki.vn/sung-ban-keo/c23712
Nhà Cửa - Đời Sống,Sửa chữa nhà cửa,Dụng cụ sửa chữa khác,Cây lăn - Súng phun sơn,,c23714,https://tiki.vn/cay-lan-sung-phun-son/c23714
Nhà Cửa - Đời Sống,Sửa chữa nhà cửa,Dụng cụ sửa chữa khác,"Cờ lê, mỏ lết, búa các loại",,c2948,https://tiki.vn/co-le-mo-let-bua-cac-loai/c2948
Nhà Cửa - Đời Sống,Sửa chữa nhà cửa,Dụng cụ sửa chữa khác,Kềm & Dũa các loại,,c3175,https://tiki.vn/kem-dua-cac-loai/c3175
Nhà Cửa - Đời Sống,Sửa chữa nhà cửa,Dụng cụ sửa chữa khác,Bộ lục giác,,c4451,https://tiki.vn/bo-luc-giac/c4451
Nhà Cửa - Đời Sống,Sửa chữa nhà cửa,"Thùng đồ nghề, túi công cụ",,,c2806,https://tiki.vn/thung-do-nghe-tui-cong-cu/c2806
Nhà Cửa - Đời Sống,Sửa chữa nhà cửa,Bảo hộ lao động,,,c4452,https://tiki.vn/bao-ho-lao-dong/c4452
Nhà Cửa - Đời Sống,Đèn & thiết bị chiếu sáng,Đèn bàn,,,c2016,https://tiki.vn/den-ban/c2016
Nhà Cửa - Đời Sống,Đèn & thiết bị chiếu sáng,Đèn pin,,,c2018,https://tiki.vn/den-pin/c2018
Nhà Cửa - Đời Sống,Đèn & thiết bị chiếu sáng,Đèn ngủ,,,c2019,https://tiki.vn/den-ngu/c2019
Nhà Cửa - Đời Sống,Đèn & thiết bị chiếu sáng,Đèn diệt côn trùng,,,c2020,https://tiki.vn/den-diet-con-trung/c2020
Nhà Cửa - Đời Sống,Đèn & thiết bị chiếu sáng,Đèn ngoài trời,,,c23236,https://tiki.vn/den-ngoai-troi/c23236
Nhà Cửa - Đời Sống,Đèn & thiết bị chiếu sáng,Đèn trần,,,c23238,https://tiki.vn/den-tran/c23238
Nhà Cửa - Đời Sống,Đèn & thiết bị chiếu sáng,Đèn cảm ứng,,,c23242,https://tiki.vn/den-cam-ung/c23242
